Name,id_Number,ExposureTime
Robert Bowen,6.37552E+16,18
Robert Decker,7.04912E+16,18
Shawn Grinstead,3.03592E+16,18
Shirley Favila,6.46002E+16,18
Steve Hellman,2.90142E+16,18
Steven Holmes,3.30122E+16,18
Thomas Gray,8.72532E+16,18
Tim Wallace,9.58032E+16,18
Tracy Antrikin,2.82232E+16,18
William Mcgraw,6.84052E+16,18
William Wilson,9.92832E+16,18
Alberta Meador,6.16482E+16,17
Alexandra Santana,7.41782E+16,17
Andrea Brown,8.80512E+16,17
Beulah Alston,8.19052E+16,17
Brian Callahan,5.52592E+16,17
Carl Vaughn,1.03152E+16,17
Caryn Hernandez,7.44102E+16,17
Charles Lewis,4.40212E+16,17
Christopher Taylor,4.86682E+16,17
Debra Yarbrough,6.84792E+16,17
Dianne Alvarado,5.08782E+16,17
Dorotha Ellis,6.69622E+16,17
Evelyn Reiley,2.54772E+16,17
Fred Dickson,4.92852E+16,17
Gail Pothier,2.44242E+16,17
Gary Neel,3.03282E+16,17
Ivy Young,5.67742E+16,17
Jack Johnson,7.26222E+16,17
James Pack,4.16972E+16,17
Jennifer Garcia,5.80682E+16,17
Joseph Dupes,1.51862E+16,17
Joseph Walsh,6.20132E+16,17
Kelli Jones,2.24772E+16,17
Kenny Jones,6.30032E+16,17
Kimberly Barton,2.69052E+16,17
Kris Brown,7.21282E+16,17
Lillian Correra,2.46572E+16,17
Mark Mcfarland,2.10292E+16,17
Michelle Luna,2.09642E+16,17
Phyllis Leonhardt,4.42852E+16,17
Ralph Gallegos,6.94442E+16,17
Robert Molina,9.29412E+16,17
Russell Cousin,3.24372E+16,17
Sandra Lord,3.69452E+16,17
Scott Miller,7.55532E+16,17
Tammy Hedlund,9.93042E+16,17
Tina Perkins,3.34422E+16,17
Vanessa Grainger,5.41092E+16,17
Vernon Bonner,5.24462E+16,17
Violet Guidry,9.19062E+16,17
Walter Toth,4.03692E+16,17
Abby Samaroo,5.54062E+16,17
Albert Sanchez,4.46372E+16,17
Allen Sears,3.89572E+16,17
Alma Bond,6.65632E+16,17
Angela Brown,4.84422E+16,17
Anna Ferguson,4.28682E+16,17
Anne Valley,9.75012E+16,17
Billy Mendell,4.74062E+16,17
Bobby Scanlan,5.40192E+16,17
Brian Johnston,2.93432E+16,17
Bruce Tichenor,2.08932E+16,17
Charles Garcia,2.86642E+16,17
Charles Wilson,1.00482E+16,17
David George,6.68702E+16,17
Devon James,3.48602E+16,17
Ed Cohen,5.46182E+16,17
Erin Odum,9.79042E+16,17
Eugene Bernard,3.98732E+16,17
Faye Kearns,5.44762E+16,17
Gemma Penn,6.93182E+16,17
Gloria Harris,7.83652E+16,17
Gordon Cullen,5.73332E+16,17
Harvey Labounty,4.20702E+16,17
Herbert Leach,2.95012E+16,17
Irma Slaugh,6.70652E+16,17
Isabel Stroman,9.50302E+16,17
Jacob Moses,6.61682E+16,17
James Flores,4.31552E+16,17
Jeffrey Howlett,6.97382E+16,17
Jennifer Eldridge,5.15702E+16,17
Jessie Putman,3.06972E+16,17
Jesus Cruse,5.50152E+16,17
Joseph Porter,1.72542E+16,17
Joy Sackal,7.24552E+16,17
Julie Roesser,5.67932E+16,17
Kara Johnson,6.88672E+16,17
Kelly Smith,6.99752E+16,17
Kenneth Conly,5.13692E+16,17
Kimberly Garrison,3.70872E+16,17
Lacey Monjaras,2.45782E+16,17
Larry Jordan,5.67162E+16,17
Lawrence Burns,2.32272E+16,17
Leo Carter,2.87472E+16,17
Leona Nishitani,5.97002E+16,17
Lucienne Mccoy,7.69392E+16,17
Micheal Stone,8.56252E+16,17
Miriam Barcus,5.00892E+16,17
Patrick Martin,7.88862E+16,17
Pauline Hopkins,5.19192E+16,17
Quentin Silver,1.69722E+16,17
Ray Miller,8.68522E+16,17
Richard Drayton,7.50632E+16,17
Ricky Roush,3.44922E+16,17
Ryan Melara,2.72192E+16,17
Sean Garza,5.41052E+16,17
Sonny Ronca,6.80912E+16,17
Sonya Hamm,4.38432E+16,17
Steven Chaney,8.17702E+16,17
Tamika Kryder,8.28192E+16,17
Tara Brown,6.13612E+16,17
Tommy Reyes,4.54162E+16,17
Veronica Valentine,1.71622E+16,17
Aaron Holscher,1.64472E+16,17
Alida Sphon,2.69452E+16,17
Barbara Rowland,7.90802E+16,17
Betty Pierce,1.80832E+16,17
Billy Bank,2.08672E+16,17
Cassie Green,3.78772E+16,17
Chris Moeller,1.29272E+16,17
Claudia Chen,9.65222E+16,17
Dan Garcia,2.29622E+16,17
David Allen,1.43592E+16,17
Donald Ferguson,4.56792E+16,17
Erik Haubrich,9.81502E+16,17
Erin Reddick,4.81702E+16,17
Florence Shapiro,4.57302E+16,17
Fred Tolston,9.16602E+16,17
George Barrett,6.62242E+16,17
George Robinson,3.22612E+16,17
Guadalupe Rudd,3.69632E+16,17
Helen Vasquez,2.53272E+16,17
Herbert White,7.28622E+16,17
James Hubbard,8.51752E+16,17
James Wexler,8.18702E+16,17
Jeremy Scott,9.58992E+16,17
Jesse Dyer,9.52162E+16,17
Jessie Gotto,7.99832E+16,17
John Chacko,6.75222E+16,17
John Eshelman,6.89642E+16,17
John Good,9.71302E+16,17
Joseph Green,8.35072E+16,17
Judy Smith,7.14102E+16,17
Kathryn Wollschlager,3.38222E+16,17
Kevin Barrows,6.74232E+16,17
Kevin Bostick,3.07372E+16,17
Larry Duarte,3.37212E+16,17
Lavern Smith,9.30542E+16,17
Luis Orsi,5.49472E+16,17
Mamie Perez,7.76342E+16,17
Martha Cole,8.45272E+16,17
Martin Powell,7.58552E+16,17
Mercedes Hairston,2.77152E+16,17
Michelle Campbell,3.72772E+16,17
Michelle Davis,5.41242E+16,17
Norene Landrum,8.50772E+16,17
Olivia Vasquez,9.74932E+16,17
Patricia Garay,6.22002E+16,17
Rachel Cruz,2.53012E+16,17
Rebecca Lovell,6.04742E+16,17
Robert Shafer,4.08792E+16,17
Roger Thach,6.83352E+16,17
Rose Vasquez,7.01562E+16,17
Salvador Barone,2.15822E+16,17
Shelly Asuncion,5.34512E+16,17
Sonja Millsap,2.33492E+16,17
Theodore Watson,4.73252E+16,17
Tiffany Neil,4.04212E+16,17
Victoria Edwards,9.86672E+16,17
William Collins,2.11732E+16,17
Aimee Mercado,6.19842E+16,17
Allena Flahive,4.57802E+16,17
Andre Warren,6.79132E+16,17
Andrew Gilbert,4.68762E+16,17
Christopher White,8.99312E+16,17
Cynthia Mathis,6.57592E+16,17
Dale Calhoun,8.39842E+16,17
Dana Berry,4.76912E+16,17
Deborah Kern,2.76662E+16,17
Despina Smith,8.02142E+16,17
Dianne Sundby,6.33862E+16,17
Donna Bodak,5.10082E+16,17
Elizabeth Blount,4.81122E+16,17
Eric Thompson,6.69082E+16,17
Evelyn Stevens,2.00022E+16,17
Frances Walks,9.85662E+16,17
Frances Zamora,2.04462E+16,17
Frederick Long,1.64052E+16,17
Gonzalo Gillilan,5.59942E+16,17
Jaimee Miller,5.01692E+16,17
James Edwards,3.96512E+16,17
Jay Nowak,9.93382E+16,17
Jean Washburn,8.46972E+16,17
Jeanette Briant,2.32822E+16,17
Jennifer Derosa,4.99272E+16,17
Jennifer Vidrine,7.64272E+16,17
Jimmie Blattner,3.80152E+16,17
Joann Tellez,4.63082E+16,17
John Reed,3.73392E+16,17
John Williams,6.07492E+16,17
Jorge Mullan,5.65222E+16,17
Joseph Cromwell,6.58192E+16,17
Joseph Junkin,9.44752E+16,17
Karen Blanc,2.58622E+16,17
Karen Zimmerman,2.57232E+16,17
Kathryn Northrop,9.46732E+16,17
Linwood Wittwer,3.77372E+16,17
Louis Clark,4.35272E+16,17
Lucia Porter,5.97692E+16,17
Lucille Owsley,6.24212E+16,17
Marilyn Miller,1.65272E+16,17
Martha Capps,8.50542E+16,17
Mary Harper,7.20642E+16,17
Michael Munyon,2.81022E+16,17
Oswaldo Krupa,8.07072E+16,17
Paula Erb,2.71242E+16,17
Pauline Golightly,1.51142E+16,17
Ralph Mills,9.28862E+16,17
Raymond Tan,4.16062E+16,17
Rene Purvis,8.96312E+16,17
Richard Herrera,9.28082E+16,17
Richard Scott,7.87312E+16,17
Rick Oliver,6.49732E+16,17
Robert Buchmann,4.34842E+16,17
Robert Davis,5.60142E+16,17
Robert Robinson,3.56942E+16,17
Rudolph Hineline,1.86282E+16,17
Sandra Dwyer,5.07382E+16,17
Shera Palmese,4.95202E+16,17
Stephen Rentas,3.40562E+16,17
Stephen Seymer,1.78032E+16,17
Tara Strickler,1.22052E+16,17
Teresa Jasso,5.07092E+16,17
William Carlson,1.54232E+16,17
William Steward,1.46842E+16,17
Adam Jones,8.28432E+16,17
Alethia Cox,4.04132E+16,17
Alexander Gayton,7.70022E+16,17
Andres Pharr,7.35602E+16,17
Anna Allen,9.16712E+16,17
Annie Henry,4.41952E+16,17
Ashley Boles,5.09912E+16,17
Billy Lancaster,7.66232E+16,17
Blanca Johnson,4.88162E+16,17
Bonnie Vicic,9.28852E+16,17
Brad Gilley,7.28172E+16,17
Carl Garvin,2.62992E+16,17
Christine Johnson,4.38002E+16,17
David Weidman,2.41322E+16,17
Dolores Antonio,1.13052E+16,17
Donna Mehta,3.63142E+16,17
Edward Mccoy,9.86962E+16,17
Elaine Jess,8.53992E+16,17
Elsie Seibert,2.05872E+16,17
Georgia Cox,5.75452E+16,17
Glenn Juncaj,1.30902E+16,17
Harry Hopkins,5.78502E+16,17
Hazel Thomas,8.46792E+16,17
Henry Carr,8.90042E+16,17
Hilda Justice,3.55662E+16,17
James Adams,7.45982E+16,17
Jason Billings,3.22872E+16,17
Joe Barton,8.26572E+16,17
John Williams,3.94622E+16,17
Josefina Gonzalez,8.00512E+16,17
Joy Hawkins,1.26652E+16,17
Juan Johnson,1.25412E+16,17
Kimberley Fields,9.92972E+16,17
Latisha Watts,5.40732E+16,17
Lillie James,7.92522E+16,17
Luis Erickson,8.99292E+16,17
Marc Michel,6.32152E+16,17
Maria King,2.44332E+16,17
Marjorie Simpson,4.28032E+16,17
Marlene Mclain,2.79962E+16,17
Mary Stephens,1.35542E+16,17
Melba Rockwell,1.18872E+16,17
Melisa Swick,8.08112E+16,17
Michael Kuntzman,1.70542E+16,17
Michael Wright,8.83052E+16,17
Michelle Mcmanus,3.47152E+16,17
Paul Mahoney,4.08592E+16,17
Randy Bryant,1.53042E+16,17
Ronald Womack,4.06212E+16,17
Rosetta Annas,8.27402E+16,17
Ryan Werts,5.55472E+16,17
Sallie Webb,5.53912E+16,17
Stacy Spalding,7.40602E+16,17
Teresa Sullivan,2.29182E+16,17
Thomas Johnson,4.68232E+16,17
Tyler Pollard,4.36362E+16,17
Vera Walker,9.61912E+16,17
Virginia Palmer,5.57702E+16,17
William Stanfa,9.66502E+16,17
Willis Youssefi,8.82422E+16,17
Andrew Bush,5.06722E+16,17
Anita Glenn,6.45152E+16,17
Bella Werner,8.77522E+16,17
Beverly Townsend,3.76872E+16,17
Brenda Fenstermaker,1.19962E+16,17
Bridget Huff,4.27402E+16,17
Cecelia Royster,3.00282E+16,17
Cesar Baca,2.91922E+16,17
Cheryl Drake,3.45942E+16,17
Cheryl Roy,5.96412E+16,17
Debra Block,6.75912E+16,17
Dominga Godwin,8.88092E+16,17
Donald Lee,7.22252E+16,17
Donald Price,3.58582E+16,17
Felipe Fizer,5.15882E+16,17
Freeman Foster,9.23812E+16,17
Garrett Gayle,5.91352E+16,17
Gayle Warkentin,1.93932E+16,17
Georgie Burroughs,1.99892E+16,17
Gerardo Mckenzie,1.29192E+16,17
Hazel Laitila,1.17502E+16,17
Hilary Lendon,5.95912E+16,17
Jamie Esposito,5.32222E+16,17
Jeffrey Slaughter,3.17142E+16,17
Jesus Welch,4.28242E+16,17
Joe Long,4.86202E+16,17
John Kimbler,1.99162E+16,17
Josefina Roberts,8.02542E+16,17
Kaitlin Irons,2.06372E+16,17
Kevin Cortez,8.68702E+16,17
Kirk Coombe,4.45322E+16,17
Lawana Blackmon,7.73892E+16,17
Lisa Egbert,7.17402E+16,17
Lonnie Driscoll,7.76962E+16,17
Louise Shannon,5.20922E+16,17
Lucinda Ryan,8.25492E+16,17
Lucy Travelstead,7.33842E+16,17
Maria Prescott,6.27762E+16,17
Markus Johnson,2.72882E+16,17
Mary Brown,8.47762E+16,17
Mike Brown,6.37382E+16,17
Monty Cook,4.49902E+16,17
Neal Crissler,7.22912E+16,17
Pamela Franco,9.66952E+16,17
Pearl Rollins,9.95302E+16,17
Priscilla Sampson,9.49622E+16,17
Richard Helmer,8.85062E+16,17
Robert Kline,4.11022E+16,17
Robert Rollins,4.19502E+16,17
Robin Hernadez,6.57782E+16,17
Rosario Manning,6.73682E+16,17
Samantha Concepcion,2.14742E+16,17
Terry Small,6.00162E+16,17
Traci Black,1.80992E+16,17
Virgil Jarrett,3.54432E+16,17
Walter Sawyer,7.82052E+16,17
William Macon,2.68632E+16,17
Wilma Solomen,2.82952E+16,17
Alberta Ramirez,4.69842E+16,16
Alice Laplante,4.54282E+16,16
Angel Difilippo,6.73072E+16,16
Angel Lujan,5.83282E+16,16
Angelita Gregory,2.18672E+16,16
Annie Key,9.26422E+16,16
Bernard Rowe,9.67622E+16,16
Bernice Martinez,1.87392E+16,16
Booker Gilford,5.93702E+16,16
Candace Calhoun,2.56612E+16,16
Carmen Brown,3.05392E+16,16
Cindy Newton,1.44042E+16,16
Claire Carter,4.59642E+16,16
Dale Evans,1.85332E+16,16
Daniel Woodring,9.91572E+16,16
Debra Spivey,5.14532E+16,16
Delbert Shrout,9.68232E+16,16
Dennis Sanders,5.72402E+16,16
Diana Coleman,8.37692E+16,16
Domingo Parker,2.84402E+16,16
Doris Benefiel,2.60802E+16,16
Edwin Henry,1.68622E+16,16
Elizabeth Crump,4.07612E+16,16
Elizabeth Fair,3.61332E+16,16
Elizabeth Matos,7.47092E+16,16
Emma Wald,2.83152E+16,16
Gayla Eisinger,9.32222E+16,16
Geraldine Jacobsma,8.26022E+16,16
Gilbert Cook,9.34142E+16,16
Gilbert Myers,3.79262E+16,16
Glen Huggins,9.55542E+16,16
Guadalupe Hinde,9.11362E+16,16
Heather Leslie,6.33602E+16,16
Henry Birmingham,1.83592E+16,16
Howard Meadows,3.14742E+16,16
Isidro Thompson,5.67612E+16,16
James Alvarez,5.24372E+16,16
James Canada,7.87612E+16,16
James Harris,1.04482E+16,16
James Rodriguez,1.86962E+16,16
James Roth,9.75522E+16,16
James Thompson,9.96012E+16,16
Janie Dickhoff,9.06342E+16,16
Jeffrey Davis,8.91152E+16,16
Jeremiah Holtmeier,3.51992E+16,16
Jessica Deloach,5.35402E+16,16
Joan Roman,9.13652E+16,16
Joan Saliba,7.31002E+16,16
John Lozano,1.88782E+16,16
John Samples,4.99432E+16,16
Johnnie Glass,1.84172E+16,16
Judith Gaines,5.21132E+16,16
Karen Olivares,5.07792E+16,16
Katherine Gatlin,5.91872E+16,16
Katherine Ryan,9.61252E+16,16
Kathleen Dyches,1.91482E+16,16
Kellie Jones,3.17882E+16,16
Kelly Lane,1.53492E+16,16
Kenneth Maloon,2.92992E+16,16
Kimberley Windham,7.93432E+16,16
Leah Fansler,6.19512E+16,16
Lena Hasler,5.43042E+16,16
Lloyd Petty,5.97332E+16,16
Lois Donovan,5.94222E+16,16
Louise Anderson,1.13912E+16,16
Margaret Lauer,1.31142E+16,16
Marian Woodard,4.99612E+16,16
Marie Rideau,5.60152E+16,16
Marion Shannon,8.79262E+16,16
Marvin Batdorf,5.28422E+16,16
Mary Mcarthur,3.90122E+16,16
Mary Plante,4.96512E+16,16
Matt Barkley,7.89842E+16,16
Michael Hawthorne,3.19632E+16,16
Michael Osegueda,4.26562E+16,16
Monica Martin,1.63062E+16,16
Nancy Cargile,4.57312E+16,16
Natalie Mckenny,6.12742E+16,16
Nicholas Ragsdale,7.07392E+16,16
Nicole Flurry,1.29272E+16,16
Oma Remmers,8.04602E+16,16
Pamela Kaye,5.31682E+16,16
Pamela Paul,7.95962E+16,16
Penny Palacio,2.92442E+16,16
Raul Lastrapes,6.30612E+16,16
Reginald Moffatt,7.53962E+16,16
Richard Moreno,4.26682E+16,16
Ronald Hurtado,9.83122E+16,16
Ronald Macareno,8.87992E+16,16
Rose Branam,3.35712E+16,16
Roy Black,4.49552E+16,16
Sandra Perez,9.37872E+16,16
Sarah Tracy,5.15142E+16,16
Sarah Valencia,9.95062E+16,16
Sean Hinerman,3.47332E+16,16
Shannon Bautista,4.54262E+16,16
Sherry Showe,2.47892E+16,16
Stacey Matthews,5.70582E+16,16
Susan Lambert,1.70352E+16,16
Theodore Foster,6.52092E+16,16
Tim Gonzalez,3.44392E+16,16
Timothy Ratchford,8.47932E+16,16
Travis Griffith,4.94562E+16,16
Troy Enriquez,4.64692E+16,16
Ursula Shaughnessy,3.85572E+16,16
Walter Krieger,1.14352E+16,16
Wanda Sarvis,8.66872E+16,16
William Ratliff,9.70852E+16,16
William Steele,6.36902E+16,16
Alvin Bolduc,4.95352E+16,16
Amy Oneill,7.40412E+16,16
Andrea Kozak,8.94612E+16,16
Ann Jacobsen,4.03342E+16,16
Anna Moyer,2.71082E+16,16
Anne Gomes,1.12252E+16,16
Armando Janes,5.82792E+16,16
Barbara Becnel,1.24852E+16,16
Barbara Hunt,7.24092E+16,16
Belinda Norton,8.85832E+16,16
Benjamin Griglen,9.87032E+16,16
Betty Ma,5.97582E+16,16
Bryan Bryan,6.28052E+16,16
Calvin Mayo,3.39332E+16,16
Carl Braam,6.17882E+16,16
Carmen Phillips,5.51712E+16,16
Carol Hopkins,2.42592E+16,16
Carolyn Owen,3.46432E+16,16
Charlotte Booe,5.50062E+16,16
Christopher Trusty,8.90972E+16,16
Clifford Storrs,8.57022E+16,16
Crystal Winslow,7.76652E+16,16
Curt Randolph,8.36932E+16,16
Cynthia Bolinger,8.25252E+16,16
Daniel Smith,5.64822E+16,16
Danielle Shipley,4.72482E+16,16
David Bowen,8.87582E+16,16
Denise Galayda,6.80642E+16,16
Diana Allen,7.26692E+16,16
Diane Tate,5.78472E+16,16
Dominique Land,2.88262E+16,16
Donald Boone,1.55262E+16,16
Donna Schmidt,4.89842E+16,16
Douglas Garcia,3.44912E+16,16
Douglas Rodriguez,1.82332E+16,16
Eileen Johnson,1.19472E+16,16
Elisa Castro,4.86382E+16,16
Elizabeth Chao,1.31022E+16,16
Elizabeth Mcgraw,4.45892E+16,16
Elsie Kaster,2.33412E+16,16
Elsie Navarrete,4.97982E+16,16
Eric Transou,9.38142E+16,16
Estella Lamus,8.76982E+16,16
Ethel Pleasant,7.60652E+16,16
Eunice Marin,1.80692E+16,16
Eva Gomez,8.06382E+16,16
Evelyn Mckay,8.17102E+16,16
Frances Delatorre,8.08092E+16,16
Francis Ferree,1.16082E+16,16
Freda Seltzer,1.34602E+16,16
Geraldine Poissant,7.46172E+16,16
Gloria Becker,7.86692E+16,16
Glynis Jacobi,7.67332E+16,16
Grace Battle,8.45892E+16,16
Gregory Giffin,2.90912E+16,16
Gregory Manzano,6.23742E+16,16
Gregory Maples,2.87572E+16,16
Gwendolyn Reis,7.08812E+16,16
Harry Olmsted,1.23962E+16,16
Henry Unzicker,1.69822E+16,16
Herbert Rowe,1.32912E+16,16
Hope Otto,1.88162E+16,16
Ione Toombs,6.70062E+16,16
Irene Parker,5.04932E+16,16
James Lloyd,2.97472E+16,16
Jamie Lewis,2.53512E+16,16
Jason Evans,7.39682E+16,16
Jayne Fundora,1.94722E+16,16
Jennie Loucks,1.04322E+16,16
Jessica Rivera,6.31282E+16,16
Joe Navarro,8.91752E+16,16
John Kloc,2.85602E+16,16
Jon Mason,4.50442E+16,16
Joseph Fitzsimmons,9.41092E+16,16
Joseph Haberman,9.88722E+16,16
Joyce Nelson,4.90062E+16,16
Judith Pax,1.61402E+16,16
Julia Godinez,7.72212E+16,16
Julie Lawrence,8.71952E+16,16
Karen Schneider,8.13562E+16,16
Kasie Slagle,1.81792E+16,16
Kathleen Harritt,5.03052E+16,16
Kelly Hernandez,7.46392E+16,16
Kelly Kanish,3.61802E+16,16
Laura Churchill,3.52052E+16,16
Lawrence Smith,4.28752E+16,16
Lee Mills,9.43002E+16,16
Leo Strei,4.52322E+16,16
Leroy Howard,1.84042E+16,16
Lewis Heichel,7.33312E+16,16
Linda Chech,6.87742E+16,16
Linda Merrell,1.98612E+16,16
Linda Paul,3.97252E+16,16
Linda Ramirez,7.92932E+16,16
Lisa Hamler,8.72302E+16,16
Lloyd Garner,1.95592E+16,16
Luis Petit,3.45242E+16,16
Manuela Moore,7.51542E+16,16
Marcella Robinson,8.30882E+16,16
Marilyn Brewton,7.98522E+16,16
Marjory Rapp,1.90432E+16,16
Martin Rivero,7.53602E+16,16
Marvin Guzman,7.49392E+16,16
Mary Barnes,6.37592E+16,16
Melanie Wang,1.16682E+16,16
Melissa Stinnett,6.84122E+16,16
Melvin Burlock,9.87112E+16,16
Michael Hutchison,5.78042E+16,16
Michelle Hammond,1.74372E+16,16
Michelle Kincaid,8.95892E+16,16
Monica Potts,8.32742E+16,16
Nancy Montana,4.79432E+16,16
Nancy Price,9.84672E+16,16
Nora Davis,9.35462E+16,16
Norma Traub,5.48442E+16,16
Patricia Binion,8.97772E+16,16
Patricia Field,2.81592E+16,16
Pearl Coulter,4.98222E+16,16
Pearlie Schroeter,8.63312E+16,16
Perry Quagliano,4.03472E+16,16
Philip Johnson,3.37662E+16,16
Raul Sharbono,9.88302E+16,16
Richard Wible,5.11442E+16,16
Robert Gundlach,3.00662E+16,16
Robert Veit,8.92242E+16,16
Roger Reed,2.03232E+16,16
Rose Ullery,8.35332E+16,16
Ruthe Parkin,8.32802E+16,16
Scott Hawkins,8.52702E+16,16
Sharleen Pope,9.10642E+16,16
Sherri Henson,7.13572E+16,16
Shila Poston,6.60422E+16,16
Stefanie Smith,1.01132E+16,16
Stella Gambill,1.72332E+16,16
Steven Smith,4.17912E+16,16
Thelma Smith,3.81392E+16,16
Thelma Tarzia,7.12772E+16,16
Theresa Sakamoto,2.77272E+16,16
Thomas Bryant,2.36852E+16,16
Thomas Llamas,2.46032E+16,16
Tiffany Guinn,9.57442E+16,16
Timothy Shaw,7.36152E+16,16
Travis Bethea,7.87952E+16,16
Troy Cox,1.17862E+16,16
Vernita Duff,2.32012E+16,16
Wanda Watkins,2.02672E+16,16
Warren Markham,2.88942E+16,16
Willard Stone,5.31342E+16,16
William Stapleton,5.50432E+16,16
Zena Brandon,2.99192E+16,16
Adam Jones,9.78162E+16,16
Albert Sutch,9.63292E+16,16
Alice Kelley,5.34792E+16,16
Allene Boggs,2.15502E+16,16
Andrew Ford,7.55092E+16,16
Anna Began,2.52502E+16,16
Anthony Cooper,9.06442E+16,16
Anthony Fiecke,8.94732E+16,16
Arthur Ellis,8.57242E+16,16
Arthur Hendley,1.65532E+16,16
Barbara Holley,3.95032E+16,16
Barbara Robertson,6.48022E+16,16
Bessie Baker,4.19502E+16,16
Betty Campbell,3.94212E+16,16
Betty Leach,5.00032E+16,16
Beverley Murray,3.53372E+16,16
Carol Triplett,6.99782E+16,16
Caroline Kolb,4.98142E+16,16
Christopher Freeman,4.61112E+16,16
Christopher Hale,7.66092E+16,16
Christopher Jones,6.06812E+16,16
Clarence Aiken,3.63902E+16,16
Corey Trevino,9.16702E+16,16
Craig Franklin,8.98022E+16,16
Darlene Herron,7.24242E+16,16
David Cobbins,4.20742E+16,16
David Hartman,1.41302E+16,16
David Thurman,2.03042E+16,16
David Walters,9.14892E+16,16
Debra Salcido,7.26822E+16,16
Dorothy Meier,9.99082E+16,16
Edward Mccarron,2.18512E+16,16
Elaine Meade,8.48882E+16,16
Elisabeth Griffith,1.30602E+16,16
Elois Watson,9.93962E+16,16
Eugene Wheatley,7.08582E+16,16
Evelyn Peirce,3.14562E+16,16
Francisco Gross,3.84912E+16,16
Frank Collins,3.33292E+16,16
Gail Hacher,1.81102E+16,16
Glenn Kimbrough,5.59322E+16,16
Gloria Dearmitt,6.57452E+16,16
Gregory Brugman,8.60922E+16,16
Hazel Wingo,5.39392E+16,16
Heather Price,2.89962E+16,16
Herbert Medina,9.71822E+16,16
Hillary Jorgensen,5.72782E+16,16
Howard Long,8.51442E+16,16
James Fackler,5.06332E+16,16
James Rodriguez,8.83842E+16,16
James Sandberg,1.09352E+16,16
Jarrod Brumfield,8.96092E+16,16
Jean Hall,2.57182E+16,16
Jennifer Tesch,6.65932E+16,16
Jimmy Schneider,4.97302E+16,16
John Curtis,3.56602E+16,16
John Davis,9.44922E+16,16
John Roseberry,2.00422E+16,16
Joyce Rase,6.15962E+16,16
Justin Chitwood,7.99272E+16,16
Kathleen Bowers,7.05022E+16,16
Kathryn Young,8.45572E+16,16
Kim Evans,2.73622E+16,16
Kristy Vega,9.13582E+16,16
Lacie Burnett,6.00662E+16,16
Lawrence Brown,9.24832E+16,16
Linda Fink,5.80002E+16,16
Linda Heart,3.33412E+16,16
Lisa Lehnortt,6.15322E+16,16
Lucille Fuller,8.42472E+16,16
Mark Hanes,9.69552E+16,16
Mark Lambert,2.28912E+16,16
Mark Lopez,4.74602E+16,16
Marlene Miller,4.09302E+16,16
Martha Neill,9.15952E+16,16
Mary Cunningham,2.17112E+16,16
Mary Howard,8.50592E+16,16
Matilde Sanchez,1.35662E+16,16
Megan Roberts,5.91492E+16,16
Melanie Horne,7.31572E+16,16
Michele Kim,7.84302E+16,16
Michelle Wilcox,8.35772E+16,16
Mittie Shroyer,7.58552E+16,16
Natasha Longoria,5.47832E+16,16
Neil Lenard,3.30132E+16,16
Oscar Newark,2.36292E+16,16
Patricia Nicholson,2.08222E+16,16
Pedro Rey,5.86132E+16,16
Phillip Braun,7.76272E+16,16
Porfirio Mulholland,4.44712E+16,16
Raymond Stamey,8.39732E+16,16
Reginald Thomas,3.74222E+16,16
Richard Hayes,7.31222E+16,16
Richard Okeefe,6.75902E+16,16
Richard Steen,1.46242E+16,16
Robert Ling,9.56102E+16,16
Robert Skipper,9.52682E+16,16
Robert Strickland,2.68412E+16,16
Robert Waters,5.58252E+16,16
Robin Dorsey,5.89702E+16,16
Rodolfo Mclanahan,3.80532E+16,16
Ryan Ramsey,8.98702E+16,16
Sam Mendez,3.13762E+16,16
Samantha Andres,6.04562E+16,16
Sarah Rodriguez,1.33622E+16,16
Shirley Birdsell,9.66452E+16,16
Shirley Harville,4.27672E+16,16
Sidney Roberts,6.69832E+16,16
Stacey Morman,1.17252E+16,16
Stephanie Schreiner,8.31902E+16,16
Susan Marrero,9.10502E+16,16
Tabitha Wanda,4.09672E+16,16
Teresa Lusk,8.47272E+16,16
Thelma Ivy,5.84932E+16,16
Thomas Hunter,8.97292E+16,16
Thomas Sammons,3.63172E+16,16
Timothy Perry,3.80662E+16,16
Truman Dalessandro,6.61272E+16,16
Victoria Hooper,7.85202E+16,16
Wanda Phillips,2.80222E+16,16
Willie Christo,3.96852E+16,16
Yolanda Cruz,6.03882E+16,16
Yolanda Smith,8.66312E+16,16
Albert Gibbon,8.83742E+16,16
Alden Hobson,4.46872E+16,16
Amanda Brown,3.10322E+16,16
Ana Viens,1.25942E+16,16
Ann Fisk,3.83352E+16,16
Anne Gemmill,4.38122E+16,16
Anthony Hall,7.50512E+16,16
Barbara Tuten,8.20712E+16,16
Barry Carter,1.26312E+16,16
Becky Warner,7.14992E+16,16
Bernard Ellinger,3.24812E+16,16
Bobby Brunson,5.81532E+16,16
Bradford Thompson,5.66832E+16,16
Brandon Lee,7.39272E+16,16
Brian Lindstrom,2.60872E+16,16
Carolyn Little,2.36262E+16,16
Celia Wallace,1.84042E+16,16
Charla Culpepper,9.36602E+16,16
Charles Haag,8.09232E+16,16
Charles Peterson,1.57712E+16,16
Chris Burns,5.99172E+16,16
Chris Reed,6.14922E+16,16
Christina Ladner,8.66792E+16,16
Claudia Johnson,8.41352E+16,16
